"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1930535066850955517","Thu Jun 05 08:46:56 +0000 2025","0","@LINEMAN_TH The cutest!!! LINE MAN LOVE FAYE #LINEMANxFayeperaya","1930546872533262568","","LINEMAN_TH","en","","0","0","0","https://x.com/undefined/status/1930546872533262568","1799083298997645312",
"1930546843198657007","Thu Jun 05 08:46:49 +0000 2025","0","Ini artikel jurnal punya mba dosen sosio gaksiii?? Asa baru liat kemaren di akun fisipol","1930546843198657007","","","in","","0","1","0","https://x.com/undefined/status/1930546843198657007","2215649298",
"1930546798499971517","Thu Jun 05 08:46:39 +0000 2025","0","LU PERNAH GA TELFONAN SM DOSEN BELIAU LG NGOMONG. HP LU MATI MAU MENGHILAAAAAANGGGGGGGGGGGGGG","1930546798499971517","","","in","","0","0","0","https://x.com/undefined/status/1930546798499971517","1472011944173260805",
"1930546634070335618","Thu Jun 05 08:46:00 +0000 2025","0","tidak sengaja mendengarkan pembicaraan orang yang berkata masih mending kalo jadi bimbingan dosen A nek sama dosen B loh anak-anaknya sampe pada stress semua and damnnn akulah salah satu anak bimbingan dosen B yang katanya stress semua itu ","1930546634070335618","","","in","","0","0","0","https://x.com/undefined/status/1930546634070335618","982825407484280834",
"1930546616785670491","Thu Jun 05 08:45:55 +0000 2025","0","There is nothing to eat that dosen't have a milion calories I'm so hungry ewuwwwqaaaaqgggggg and I'm all covered in alcohol cuz i accidently tripped stupid old glass bottles and they shattered just kill me","1930546616785670491","","","en","","0","0","0","https://x.com/undefined/status/1930546616785670491","1862168565899542530",
"1930546478264787109","Thu Jun 05 08:45:22 +0000 2025","0","Ibn Arabī: Pengembara Makna Ketuhanan dan Warisan Tasawuf Universal ditulis oleh Dr. Hamdan Maghribi (Dosen Akhlak dan Tasawuf UIN Surakarta) https://t.co/M78noHR0cs","1930546478264787109","","","in","","0","0","0","https://x.com/undefined/status/1930546478264787109","1041607890937634816",
"1930541417950036403","Thu Jun 05 08:45:00 +0000 2025","0","@tanyakanrl kalau ptn/pts biasa gaada ya jangan lupa gaperlu salim ke dosen juga","1930546385830732077","","tanyakanrl","in","","0","0","0","https://x.com/undefined/status/1930546385830732077","1792082459020144640",
"1929790499852079396","Thu Jun 05 08:44:33 +0000 2025","0","@Simemaki @DokterTifa Dosen pembimbing nya di sogok apem mungkin ya.. Orang spt itu kok bisa jd dolter","1930546270290247711","","Simemaki","in","","0","0","0","https://x.com/undefined/status/1930546270290247711","1886786458549411843",
"1930546091595833533","Thu Jun 05 08:43:50 +0000 2025","0","oh tugas tugas dosen masih ada ","1930546091595833533","","","in","","0","0","0","https://x.com/undefined/status/1930546091595833533","1214107093319335936",
"1930240449002066047","Thu Jun 05 08:43:45 +0000 2025","0","@comfortingsongs Miss irene natasya dosen human rights paling galak di suatu universitas swasta di bekasi","1930546069726978550","","comfortingsongs","in","","0","0","0","https://x.com/undefined/status/1930546069726978550","434587021",
"1930516682054709458","Thu Jun 05 08:42:47 +0000 2025","0","@xxgosat terlalu rajin dosen mu","1930545825060626709","","xxgosat","in","","0","0","0","https://x.com/undefined/status/1930545825060626709","1868460629058899968",
"1930545689760878768","Thu Jun 05 08:42:14 +0000 2025","0","awas aja sampe ni dosen nanya2","1930545689760878768","","","in","","0","0","0","https://x.com/undefined/status/1930545689760878768","1379053520863682566",
"1930523970635178168","Thu Jun 05 08:41:18 +0000 2025","0","@WestHam_Central @westhamfootball He's got a lot of stuff to explain that dosen't concern him telling lies about football finances.","1930545453126369283","","WestHam_Central","en","","0","0","0","https://x.com/undefined/status/1930545453126369283","1016720335348097025",
"1929658355184029857","Thu Jun 05 08:40:54 +0000 2025","0","@eruricats @vlgrcstars excuseme just because erwin is tall af manly built like a dilf dosen't make levi any less younger just cus he's short and they go shipping a literal child with him when they literally have student and mentor dynamic thy just mad cus he prioritizes his man more than anyone","1930545350781059407","","eruricats","en","","0","0","0","https://x.com/undefined/status/1930545350781059407","1887471026335850496",
"1930490159843426785","Thu Jun 05 08:40:41 +0000 2025","0","@urgencyyyy Tadi di tiktok ada video dosen gitu keknya sekarang jadi biru bgt almetnya. Aku ga ss tapi tadi videonya","1930545299342360932","","urgencyyyy","in","","0","0","0","https://x.com/undefined/status/1930545299342360932","1242453095705001984",
"1930493422013739136","Thu Jun 05 08:39:31 +0000 2025","0","@Alterjakarta797 Jd inget dosen gw pernah bilang kita ga bs hindarin krn sudah jelas di alquran tanda2nya semua .(bhwa dunia akan hancur alias kiamat) jd ya terima aja emg kita hidup di akhir zaman","1930545002666447132","","Alterjakarta797","in","","0","0","0","https://x.com/undefined/status/1930545002666447132","547571202",
"1930544761661763833","Thu Jun 05 08:38:33 +0000 2025","0","Interessanter Artikel: Floravia 2 Dosen# I Resveratrol #GESUNDER DARM#GEGEN VERSTOPFUNG https://t.co/CEUM1drNs8 #eBay via @eBayDE","1930544761661763833","","","de","","0","0","0","https://x.com/undefined/status/1930544761661763833","207383650",
